Year,Country,Industry,AI_Startups,Job_Postings,Skill,Avg_Salary_USD,Tool,Popularity_Score,Investment_Million_USD,Growth_Rate_%
2025,UAE,Education,79,3395,Machine Learning,83071,TensorFlow,94,869.9,16.13
2025,Canada,IT,344,5577,Data Science,87958,Claude,59,52.1,10.46
2021,Spain,Automotive,190,2688,AI Tools,93781,Copilot,75,491.5,10.55
2021,Sweden,Manufacturing,219,2419,Cloud Computing,147504,ChatGPT,67,581.9,21.96
2024,Finland,Finance,92,1535,Python,108615,Bard,62,732.8,6.44
2024,South Korea,Finance,100,18130,Data Science,104313,Gemini,72,921.3,18.84
2020,Germany,Manufacturing,315,16109,Machine Learning,132410,TensorFlow,74,476.8,29.6
2024,Australia,Healthcare,205,12310,NLP,139599,Bard,89,503.6,12.32
2022,Switzerland,Finance,283,8799,Machine Learning,99274,PyTorch,71,660.1,13.08
2022,South Africa,Retail,171,11248,Python,107656,ChatGPT,63,986,8.43
2023,Sweden,IT,342,1648,NLP,125576,Gemini,100,233.7,16.32
2021,India,Telecom,308,3675,Machine Learning,130973,Gemini,51,924.2,24.53
2023,Mexico,Healthcare,111,7405,AI Tools,109088,TensorFlow,71,668.3,16.41
2020,Australia,Automotive,64,15109,Cloud Computing,120087,TensorFlow,92,827.8,6.97
2022,Italy,Automotive,241,13081,Python,100860,PyTorch,95,869.6,17.31
2022,Israel,Finance,276,9684,Python,122328,ChatGPT,98,443.6,24.22
2025,Spain,Telecom,69,19861,Data Science,140351,Bard,67,197.2,10.55
2024,South Korea,Healthcare,59,4668,AI Tools,63118,Gemini,89,474.6,23.01
2024,Brazil,Finance,120,17416,Cloud Computing,86046,Bard,57,440.1,17.75
2020,Japan,Education,287,12666,AI Tools,68784,Claude,64,848.5,11.06
2023,UAE,Manufacturing,466,14655,Cloud Computing,96268,Copilot,63,869.5,13.78
2025,Russia,Telecom,314,2296,AI Tools,146677,Claude,65,252,24.02
2021,Indonesia,Automotive,142,8354,NLP,144140,TensorFlow,60,166.1,9.08
2021,Brazil,Telecom,428,2170,NLP,63826,PyTorch,73,309.9,18.87
2025,Australia,Healthcare,170,8748,NLP,116199,TensorFlow,60,289.4,7.48
2021,Japan,Telecom,339,9647,Python,84860,PyTorch,51,755,22.79
2020,USA,Automotive,333,8387,Python,126728,TensorFlow,81,416.2,28.83
2024,Turkey,Finance,357,17611,Data Science,107458,Bard,59,462.6,9.99
2020,Switzerland,IT,97,2051,Data Science,109268,Bard,84,966,28.06
2022,UK,Finance,415,14036,Python,76563,Bard,89,627,27.05
2024,UAE,Retail,475,14335,Cloud Computing,68332,TensorFlow,97,514.7,17.66
2022,Spain,Telecom,475,8838,Data Science,123284,PyTorch,65,222,17.16
2022,Turkey,Finance,171,19343,Machine Learning,122837,Bard,62,89.4,10.64
2022,Japan,Finance,286,14813,NLP,96546,Gemini,99,517.8,15.18
2021,Israel,Finance,280,3009,Machine Learning,123698,Claude,100,573.8,26.75
2024,Japan,Finance,379,7150,Python,87547,Copilot,60,516.4,8.4
2025,Mexico,Telecom,207,5198,NLP,135502,Claude,58,522.1,28.09
2023,Japan,Automotive,307,9828,Python,148173,Gemini,77,641.1,25.64
2021,USA,Education,333,9194,Machine Learning,102750,ChatGPT,57,873.9,13.69
2020,Sweden,Retail,60,12909,Cloud Computing,145386,Claude,57,611.6,13.45
2024,Turkey,Automotive,487,13418,Cloud Computing,111789,TensorFlow,100,335.2,18.42
2022,Denmark,Finance,461,4065,Data Science,119373,PyTorch,60,718.6,15.94
2020,Norway,Automotive,295,14247,NLP,144836,Claude,89,529.9,20.11
2021,Sweden,IT,318,9244,Machine Learning,116305,TensorFlow,50,688.5,24.57
2020,Japan,Telecom,378,13353,Python,147609,TensorFlow,94,845.6,25.39
2024,Sweden,Healthcare,388,17370,Data Science,85203,TensorFlow,51,344.2,7.73
2025,Spain,Retail,382,14872,Python,78840,ChatGPT,72,493.6,17.59
2025,Russia,Education,141,18439,AI Tools,73482,ChatGPT,70,231.9,10.4
2024,India,IT,62,13618,Machine Learning,114268,Claude,62,924.8,24.05
2025,South Africa,Automotive,262,14368,NLP,98567,TensorFlow,81,73.5,6.21
2025,Finland,Education,75,7559,Data Science,146981,Bard,76,66.1,25.3
2025,Singapore,Telecom,264,8934,AI Tools,128530,TensorFlow,58,691.5,18.05
2020,Russia,IT,230,5575,NLP,70721,Gemini,63,79.2,22.17
2022,Germany,IT,109,9355,Machine Learning,74823,Copilot,89,873.8,6.71
2024,USA,IT,358,18990,Python,68582,Copilot,62,482.7,17.14
2023,Israel,Education,394,5436,Python,108518,Bard,69,816.1,15.84
2020,Indonesia,IT,118,14092,Python,89979,Copilot,57,909.9,6.85
2024,Switzerland,IT,425,18673,NLP,125470,Copilot,59,375,8.84
2023,USA,Manufacturing,211,9624,Cloud Computing,126434,Copilot,98,534.3,6.99
2021,Switzerland,IT,272,16867,Data Science,94615,ChatGPT,68,748.6,18.81
2020,UK,Retail,324,4549,Machine Learning,133599,PyTorch,95,991.4,17.41
2024,Japan,Finance,53,4779,AI Tools,89429,Claude,88,901.4,27.41
2025,Finland,Finance,182,16304,Machine Learning,77117,Claude,93,114.6,15.74
2022,South Korea,Manufacturing,473,19539,Cloud Computing,148314,Claude,64,113.8,14.94
2024,Sweden,Finance,333,9849,AI Tools,69809,Gemini,53,565.6,25.87
2024,Australia,Automotive,437,4633,Machine Learning,138184,ChatGPT,62,596.1,10.66
2022,Canada,IT,198,16580,Cloud Computing,135590,Copilot,92,910.6,13.61
2022,Norway,IT,486,5509,Python,100244,PyTorch,53,89.6,15.42
2025,USA,Healthcare,500,17602,Python,107140,ChatGPT,81,746.7,10.07
2024,Switzerland,Healthcare,488,11717,Python,117556,Bard,54,566,25.79
2022,Norway,Finance,365,2310,AI Tools,82850,Bard,77,57.1,6.46
2022,Indonesia,IT,86,1353,Data Science,109926,Gemini,60,790.8,20.74
2022,Norway,IT,96,12578,NLP,138951,PyTorch,73,700.2,26.38
2024,Sweden,Healthcare,297,18441,AI Tools,82745,Gemini,51,547.4,17.77
2021,Netherlands,Automotive,356,13285,Data Science,120627,Copilot,88,875.4,20.75
2023,Netherlands,Manufacturing,201,10742,NLP,147851,Copilot,52,400.8,25.75
2022,Mexico,IT,139,14303,Data Science,94986,Gemini,69,467.6,7.53
2021,China,Automotive,365,13661,Data Science,90758,Copilot,59,927.7,18.72
2024,South Africa,Manufacturing,171,10697,Machine Learning,60912,ChatGPT,69,837.1,6.22
2021,Mexico,IT,157,1076,AI Tools,92605,Bard,62,416.1,10.14
2024,Denmark,Healthcare,455,2873,Cloud Computing,72344,PyTorch,100,260.1,14.1
2020,Singapore,Automotive,56,19355,Cloud Computing,71781,PyTorch,70,665.9,22.63
2023,Norway,Manufacturing,304,2309,NLP,135694,Gemini,74,881,24.14
2020,Norway,Finance,334,4523,Machine Learning,65795,TensorFlow,88,187.6,16.52
2024,Israel,IT,226,19639,Data Science,140090,Copilot,96,929.7,7.22
2023,Spain,Finance,303,11832,Data Science,117702,Claude,98,493.3,24.98
2021,Canada,Retail,244,13947,AI Tools,143953,Bard,52,190.2,25.02
2022,Norway,Telecom,162,13286,Machine Learning,142527,Gemini,97,886.2,28.96
2022,Russia,Telecom,166,9927,Python,135100,Claude,96,977.7,26.45
2025,UAE,Education,72,2574,Data Science,114205,Gemini,94,401,7.94
2022,UAE,Manufacturing,196,5275,Machine Learning,146954,Bard,73,932,25.41
2022,Israel,IT,376,9149,Python,124559,PyTorch,80,71.5,8.36
2024,UK,IT,141,10922,Python,148166,Copilot,92,265.5,19.9
2024,UK,IT,494,17843,NLP,136828,TensorFlow,61,701.2,9.94
2020,Japan,Automotive,204,12792,Data Science,87516,PyTorch,76,574.6,7.8
2020,Russia,Telecom,423,13514,Python,78955,Gemini,99,140.6,18.56
2022,Singapore,Manufacturing,60,10294,Python,126560,Claude,74,161.3,17
2025,Israel,Healthcare,156,5563,Python,140920,Bard,95,415,9.81
2025,Netherlands,Telecom,370,19973,Data Science,72557,Claude,59,870.4,17.76
2021,UAE,Telecom,119,10593,Machine Learning,100304,Bard,96,171.2,13.77
2023,Spain,Finance,488,2597,Machine Learning,103675,TensorFlow,63,474.9,5.22
2025,Germany,Education,396,8707,Cloud Computing,88629,Copilot,97,685.6,12.42
2020,Netherlands,IT,129,1118,Data Science,100382,TensorFlow,57,945.4,25.91
2024,China,Telecom,479,7671,Python,124520,PyTorch,56,776.9,22.14
2025,Sweden,IT,233,13645,Cloud Computing,115594,ChatGPT,88,83.7,17.08
2020,Turkey,Telecom,258,15715,Data Science,119933,PyTorch,95,659.4,8.77
2025,Mexico,Retail,475,17876,NLP,130187,Bard,55,170.4,19.35
2022,Japan,Healthcare,330,18284,Data Science,78307,Bard,79,491.9,9.46
2025,Sweden,Healthcare,399,7684,Cloud Computing,92382,Bard,68,631.3,26.06
2020,Norway,Telecom,175,9808,Machine Learning,108631,Gemini,54,812.4,12.15
2025,USA,Healthcare,415,5925,NLP,137476,PyTorch,90,705,10.06
2023,Denmark,Finance,392,8497,AI Tools,71157,Bard,56,537.2,12.9
2024,Italy,Telecom,409,8982,Cloud Computing,67227,Bard,88,994.3,5.66
2021,Mexico,Automotive,167,10093,Data Science,95813,ChatGPT,77,708.1,20.78
2020,Russia,IT,278,12500,Python,143975,Gemini,96,352.5,8.12
2021,USA,Finance,60,9593,Machine Learning,132428,ChatGPT,94,76.2,17.45
2021,China,Manufacturing,137,3414,Machine Learning,142441,TensorFlow,61,960.9,12.51
2023,Russia,Retail,327,18775,NLP,74143,ChatGPT,90,155.5,8.51
2021,Canada,IT,447,13275,AI Tools,111147,ChatGPT,81,376.5,6.22
2020,France,Retail,208,11627,AI Tools,75095,Bard,71,169.9,9.67
2020,UK,Manufacturing,114,4220,Python,120794,Gemini,67,157.1,28.98
2020,China,Finance,98,9403,Cloud Computing,93081,TensorFlow,93,845,5.91
2021,Japan,Retail,197,7232,Data Science,100523,ChatGPT,91,883.8,25.84
2020,France,Manufacturing,290,19525,AI Tools,78233,ChatGPT,64,750.4,9.39
2024,Canada,Healthcare,474,10816,NLP,116791,Gemini,60,761.5,28.89
2023,Singapore,IT,378,13474,Machine Learning,132291,Bard,93,758.9,21.04
2024,Israel,Healthcare,452,17260,Machine Learning,144188,Claude,52,772,26.61
2025,Brazil,Finance,448,16850,Data Science,142509,PyTorch,62,247.2,15.43
2023,Netherlands,Manufacturing,237,5049,Python,144622,TensorFlow,84,892.4,15.75
2024,Russia,Finance,161,12685,Data Science,138432,Copilot,88,982,21.65
2024,Germany,IT,161,15880,NLP,113133,PyTorch,86,744.9,29.59
2025,Canada,Education,372,12099,Machine Learning,69644,TensorFlow,59,313.4,25.53
2022,UK,IT,103,16496,NLP,78890,Copilot,79,981.2,12.38
2021,Netherlands,Education,169,10187,Python,97285,Gemini,80,71.4,13.49
2023,South Africa,Automotive,417,2282,Data Science,93813,Claude,54,92,25.74
2025,South Korea,IT,225,2827,Data Science,88472,TensorFlow,65,252.7,17.25
2025,Singapore,Retail,283,18020,Cloud Computing,88467,ChatGPT,62,63,25.79
2023,Japan,IT,320,8936,Cloud Computing,68137,Gemini,80,955.7,8.77
2024,Israel,Finance,81,14869,Python,106878,ChatGPT,80,50.3,6.07
2022,Norway,Education,72,5380,NLP,68085,Claude,62,688.5,12.41
2025,Germany,Automotive,354,12543,NLP,138577,TensorFlow,62,476.1,21.32
2023,Singapore,Manufacturing,54,12173,NLP,142949,PyTorch,67,742.4,18.17
2023,Japan,Automotive,138,15540,Data Science,64931,ChatGPT,86,206.3,23.57
2023,Japan,Manufacturing,498,15058,Data Science,128378,Claude,51,468.3,18.33
2020,Spain,Automotive,87,5351,AI Tools,112390,Claude,82,801.6,7.68
2021,Russia,Education,320,19346,AI Tools,132648,Copilot,100,534.3,21.85
2020,Spain,Education,50,6529,Cloud Computing,106587,Gemini,55,379.6,28.76
2022,Singapore,Telecom,124,9575,Data Science,142266,Bard,72,981.6,16.6
2020,UK,Automotive,62,13637,NLP,100618,Bard,57,331.4,13.12
2021,Mexico,Education,226,16997,Python,145479,Bard,50,404.8,18.15
2025,Denmark,Finance,74,1222,Python,113232,TensorFlow,91,305.8,27.53
2024,Australia,Healthcare,116,16969,Data Science,109771,Copilot,63,972.8,10.24
2020,Mexico,Manufacturing,467,5756,AI Tools,149416,ChatGPT,54,751,22.49
2021,Israel,Healthcare,461,2568,Cloud Computing,103850,Claude,96,403.7,9.79
2025,Spain,IT,271,17561,Python,149070,PyTorch,85,594.4,12.14
2022,Israel,IT,196,6856,AI Tools,130610,TensorFlow,51,879,27.16
2020,Finland,Finance,313,17976,NLP,100436,ChatGPT,53,383.5,14.31
2020,Denmark,Automotive,176,18184,Data Science,87056,Claude,65,343.5,25.81
2022,Switzerland,Healthcare,481,10259,Data Science,133756,Copilot,90,830.8,6.08
2020,Brazil,Finance,498,7941,AI Tools,125631,Copilot,78,833,19.62
2024,Spain,Education,146,13200,Cloud Computing,112452,TensorFlow,68,717.1,11.68
2021,UK,Finance,291,18889,Machine Learning,107843,Copilot,63,418.2,6.77
2021,Germany,Education,369,14834,Cloud Computing,113045,Bard,63,383.5,26.99
2023,Mexico,Manufacturing,282,4810,Python,130451,PyTorch,57,895.9,7.48
2020,Israel,Manufacturing,371,11955,AI Tools,97102,ChatGPT,73,503,27.89
2022,Sweden,Finance,206,10921,Cloud Computing,139168,Copilot,60,637.1,19.1
2025,Japan,Manufacturing,270,6342,Machine Learning,130843,Claude,92,520.9,12.92
2022,Russia,Healthcare,488,15285,NLP,97181,TensorFlow,96,324.4,20.67
2022,Denmark,Education,154,16591,NLP,126020,Gemini,61,63.2,12.86
2020,Indonesia,Education,74,19538,Cloud Computing,106166,Copilot,70,849.8,13.11
2024,China,Telecom,75,16773,Machine Learning,126147,Copilot,55,350.2,5.65
2021,Singapore,Healthcare,414,13634,Cloud Computing,134517,TensorFlow,67,553.8,6.1
2025,UK,Retail,384,9237,AI Tools,144844,Gemini,56,135.8,20.77
2023,China,Manufacturing,492,3056,NLP,145367,Gemini,68,951,27.59
2025,Netherlands,Retail,310,10070,Cloud Computing,77395,Copilot,91,532.2,13.92
2024,Switzerland,Automotive,452,19674,NLP,126948,Claude,91,995.2,14.43
2023,Finland,IT,326,12115,Python,142391,Bard,73,63.2,20.88
2021,Sweden,Manufacturing,216,5442,Machine Learning,132288,TensorFlow,67,325.5,14.52
2024,Sweden,Manufacturing,187,6179,NLP,66605,Copilot,50,273.3,27.66
2025,Germany,Manufacturing,151,11401,AI Tools,111654,PyTorch,79,956.7,13.61
2025,Turkey,Education,329,19148,NLP,82786,ChatGPT,55,80,28.46
2022,USA,Education,477,6129,Data Science,144575,ChatGPT,56,880.5,28.63
2022,Sweden,Healthcare,115,6668,Python,92903,ChatGPT,100,930.9,24.16
2025,Indonesia,Manufacturing,362,7055,Python,81633,TensorFlow,81,612.1,24.61
2023,Finland,IT,303,2074,NLP,114665,Claude,85,432.8,16.3
2020,USA,Finance,260,13698,Python,88931,PyTorch,90,795.9,9.86
2022,Australia,Healthcare,397,1844,AI Tools,130223,TensorFlow,98,421.9,24.72
2022,Spain,Healthcare,487,8614,Machine Learning,125361,Claude,92,424.2,9.1
2021,Netherlands,Retail,304,19637,Cloud Computing,99172,Copilot,74,810.8,15.95
2023,South Africa,Manufacturing,466,14864,Python,65338,Gemini,72,83.8,29.09
2025,Sweden,Healthcare,253,2016,Machine Learning,68887,Gemini,82,822.2,7.81
2025,UK,Finance,482,3320,Machine Learning,144132,PyTorch,100,398,6.41
2024,Spain,Automotive,201,16051,Data Science,90927,ChatGPT,93,937.3,12.12
2023,Switzerland,Telecom,134,3673,Cloud Computing,93002,PyTorch,82,334.5,10.47
2025,Netherlands,Manufacturing,357,17178,NLP,62686,Bard,91,220.4,13.74
2022,Singapore,Education,344,8151,Data Science,68493,Bard,51,50.4,29.61
2023,Switzerland,Healthcare,328,10128,NLP,61898,PyTorch,96,63.2,5.56
2021,Indonesia,IT,395,19849,AI Tools,146596,ChatGPT,66,177.2,23.65
2021,Germany,IT,157,8888,AI Tools,130335,Bard,73,454.8,16.22
2024,UAE,Education,407,6326,Data Science,143585,PyTorch,66,384,11.69
2021,UAE,Education,131,15776,Cloud Computing,122881,PyTorch,67,765,19.89
2022,South Africa,Automotive,89,4319,NLP,75408,Bard,53,719.5,25.56
2025,Norway,Retail,378,4873,NLP,73259,TensorFlow,62,723.3,18.32
2022,Russia,Finance,53,3894,NLP,78687,Gemini,94,980.8,22.86
2021,Italy,Healthcare,234,18622,Cloud Computing,142759,ChatGPT,80,261.3,12.75
2023,UK,Telecom,345,14743,Python,145049,Claude,84,989.5,27.29
2024,Indonesia,Automotive,429,8060,AI Tools,126094,Gemini,81,826.3,27.05
2024,France,IT,171,19828,Python,136498,Copilot,65,355.9,17.68
2024,Spain,Telecom,152,12693,Data Science,116518,TensorFlow,52,163,7.55
2022,India,Retail,278,7183,Python,143209,PyTorch,95,989,6.98
2020,Russia,Automotive,234,3428,Data Science,72097,Bard,88,326,28.92
2023,Spain,IT,338,9965,AI Tools,115351,Bard,66,434.5,28.82
2025,Singapore,IT,327,12051,Machine Learning,95537,TensorFlow,56,364.2,5.75
2024,Netherlands,Automotive,134,3757,Data Science,61983,Copilot,98,490.8,17.9
2023,Australia,Manufacturing,303,18515,AI Tools,120936,ChatGPT,76,287.2,20.8
2025,Italy,Healthcare,92,8468,Python,69503,ChatGPT,63,868.3,15.55
2023,Japan,Education,298,12316,AI Tools,67787,Claude,53,313.9,9.93
2020,Norway,Telecom,98,6631,Python,93667,ChatGPT,98,206.2,15.19
2025,Israel,Telecom,200,3266,NLP,144268,Bard,58,82.7,11.7
2025,South Korea,Automotive,403,11843,Data Science,100921,Bard,90,346,24.85
2021,Turkey,Automotive,53,7650,Data Science,91703,Gemini,100,889,23.28
2025,Denmark,Retail,212,6706,Python,99272,Claude,53,397.3,20.93
2025,UAE,Finance,350,7558,AI Tools,95082,Claude,58,805.7,10.29
2023,Canada,Education,323,5019,Machine Learning,140813,Copilot,83,847.2,22.25
2023,Netherlands,Healthcare,184,14477,Python,84597,TensorFlow,58,138.1,28.8
2025,UK,Manufacturing,106,19610,NLP,85905,Copilot,88,373.1,17.7
2020,Australia,Healthcare,55,14573,Data Science,146399,ChatGPT,77,872,24.72
2021,China,Manufacturing,222,3404,Data Science,99114,Claude,87,259.1,25.71
2022,Turkey,IT,331,18217,NLP,71993,Gemini,96,446.2,25.11
2022,UK,Automotive,167,14743,Data Science,104936,TensorFlow,74,311.6,26.37
2024,China,Finance,381,15017,Data Science,144848,PyTorch,52,513,16.18
2024,France,Retail,211,15752,Python,112016,ChatGPT,59,192.1,25.07
2025,China,Telecom,75,18749,AI Tools,125478,ChatGPT,91,275.3,12.08
2022,UAE,Retail,175,9007,NLP,133696,TensorFlow,82,69.5,11.72
2023,Australia,IT,218,5626,NLP,116570,Copilot,55,315.6,12.66
2020,Mexico,Manufacturing,491,19818,NLP,94357,Bard,63,809.5,24.43
2024,Sweden,Automotive,441,14585,Python,115462,Claude,78,889.5,24.79
2021,Singapore,Manufacturing,331,14801,Python,134353,Bard,81,62,11.08
2021,Singapore,Retail,424,6860,Python,146334,Gemini,83,308.1,17.32
2021,Norway,Healthcare,230,2158,Machine Learning,88481,TensorFlow,53,64.1,7.56
2025,Italy,Manufacturing,363,1373,Data Science,119117,Gemini,50,451.5,14.91
2023,Denmark,Healthcare,290,11368,Machine Learning,60976,TensorFlow,79,509.9,21.62
2023,Israel,Automotive,336,11158,Data Science,91656,TensorFlow,77,999.4,16.22
2023,UK,Retail,305,16921,AI Tools,134178,Claude,64,119,21.56
2022,UK,Education,427,16657,Data Science,127570,Copilot,94,895.4,20.02
2024,Norway,Education,343,17904,Data Science,101162,Gemini,68,961.9,13.96
2020,China,Manufacturing,465,3682,Machine Learning,67097,Bard,73,635.1,5.61
2023,Israel,Retail,61,9019,AI Tools,82996,TensorFlow,74,270.4,15.38
2023,Sweden,Retail,387,15610,NLP,101835,Copilot,50,976.8,26.52
2021,Denmark,Finance,59,2274,Cloud Computing,146560,Claude,69,321.9,29.92
2021,Brazil,Manufacturing,271,3993,AI Tools,123350,ChatGPT,74,658.1,21.92
2023,Indonesia,Manufacturing,200,16648,Python,65754,PyTorch,50,640.3,11.02
2025,South Africa,Retail,180,7605,Data Science,132941,Copilot,74,645.4,20.99
2022,India,Manufacturing,411,14494,AI Tools,126185,TensorFlow,95,909.9,5.01
2025,India,Telecom,366,9976,Machine Learning,96129,Bard,51,974.8,26.26
2024,Denmark,Finance,284,14376,Data Science,94676,PyTorch,84,887.5,16.12
2025,Indonesia,IT,142,5298,NLP,105051,ChatGPT,57,399.8,16.63
2024,Singapore,Finance,307,10904,Machine Learning,109158,TensorFlow,64,287.2,8.56
2024,Spain,Telecom,164,1238,AI Tools,66324,Copilot,52,116.1,5.27
2024,Italy,Manufacturing,386,16450,Data Science,122302,TensorFlow,81,850,21
2024,France,Automotive,202,6580,NLP,61875,Claude,65,911.2,27.94
2025,Israel,Education,82,10328,Python,129636,PyTorch,68,694.9,23.78
2020,Germany,Automotive,374,17847,Cloud Computing,92304,Claude,77,868,24.05
2022,Italy,Finance,203,15612,NLP,66923,TensorFlow,99,555.5,23.25
2023,Netherlands,Healthcare,179,9677,Machine Learning,68864,Gemini,86,513.5,18.74
2022,Spain,Education,174,19127,Python,60223,Gemini,86,567.2,11.13
2022,Sweden,Manufacturing,418,2410,Cloud Computing,60243,TensorFlow,85,237.9,23.63
2023,Spain,Healthcare,251,12900,Machine Learning,79322,Gemini,90,830.7,21.81
2023,Indonesia,IT,276,19416,AI Tools,120154,PyTorch,68,611,29.79
2024,Switzerland,IT,107,10812,AI Tools,93890,PyTorch,68,97.2,13.46
2022,Spain,Manufacturing,119,5894,Machine Learning,111276,TensorFlow,71,301,9.12
2020,USA,Retail,322,8964,Python,70853,Claude,94,647.6,25.39
2022,Switzerland,Manufacturing,488,2896,Machine Learning,141995,TensorFlow,86,254.9,14.26
2024,Sweden,Retail,101,15464,Python,103766,Gemini,53,202.9,19.74
2023,Canada,Education,145,4087,AI Tools,130005,Gemini,63,274.7,16.63
2022,Israel,Automotive,367,19373,AI Tools,106994,Bard,58,628.6,22.22
2024,Turkey,Education,273,16130,Cloud Computing,145707,Bard,91,540.9,7.75
2021,Mexico,Education,227,14315,Data Science,103653,TensorFlow,74,59.6,26.68
2021,India,Education,493,10067,Python,117863,TensorFlow,51,569.9,13.71
2025,USA,Retail,316,15746,Data Science,92703,ChatGPT,86,476.9,27.79
2022,South Korea,Telecom,218,11547,AI Tools,79922,Copilot,50,934.5,25.62
2020,Germany,Telecom,196,3323,Data Science,112267,Copilot,73,885.9,20.83
2024,Mexico,IT,322,16729,Machine Learning,69347,PyTorch,63,507,7.78
2024,Turkey,Finance,323,6500,AI Tools,87342,Bard,86,444.3,11.25
2021,South Korea,Telecom,108,2066,Python,92740,Claude,57,522.1,9.96
2023,Russia,Automotive,218,19983,AI Tools,125254,Copilot,71,769.5,13.53
